RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   61   84     0     0  con    0  1.0D+00  2.9D-01  2.201D-01 -4.269D+02
   62   86     0     0  con    1  2.4D-01  1.4D-01  2.510D-01 -4.269D+02
   63   87     0     0  con    0  1.0D+00  2.6D-01  2.000D-01 -4.269D+02
   64   88     0     0  con    0  1.0D+00  2.8D-01  8.929D-02 -4.269D+02
   65   89     0     0  con    0  1.0D+00  3.1D-01  8.632D-02 -4.269D+02
   66   90     0     0  con    0  1.0D+00  3.1D-01  9.507D-02 -4.269D+02
   67   92     0     0  con    1  4.8D-01  2.3D-01  1.191D-01 -4.269D+02
   68   93     0     0  con    0  1.0D+00  2.8D-01  1.277D-01 -4.269D+02
   69   94     0     0  con    0  1.0D+00  3.0D-01  4.541D-02 -4.269D+02
   70   95     0     0  con    0  1.0D+00  1.5D-01  4.229D-02 -4.269D+02
   71   96     0     0  con    0  1.0D+00  5.8D-01  4.978D-02 -4.269D+02
   72   98     0     0  con    1  2.5D-01  1.7D-01  8.540D-02 -4.269D+02
   73   99     0     0  con    0  1.0D+00  3.9D-01  1.865D-02 -4.269D+02
   74  100     0     0  con    0  1.0D+00  3.5D-01  2.038D-02 -4.269D+02
   75  102     0     0  con    1  3.2D-01  2.1D-01  4.339D-02 -4.269D+02
   76  103     0     0  con    0  1.0D+00  3.3D-01  3.357D-02 -4.269D+02
   77  104     0     0  con    0  1.0D+00  5.6D-01  8.320D-03 -4.269D+02
   78  105     0     0  con    0  1.0D+00  4.8D-01  8.166D-03 -4.269D+02
   79  106     0     0  con    0  1.0D+00  5.5D-01  6.467D-03 -4.269D+02
   80  108     0     0  con    1  4.0D-01  5.1D-01  1.572D-02 -4.269D+02
   81  109     0     0  con    0  1.0D+00  5.5D-01  1.228D-02 -4.269D+02
   82  110     0     0  con    0  1.0D+00  1.0D+00  7.298D-03 -4.269D+02
   83  111     0     0  con    0  1.0D+00  4.5D-01  2.459D-03 -4.269D+02
   84  112     0     0  con    0  1.0D+00  2.4D-01  8.167D-04 -4.269D+02
   85  113     0     0  con    0  1.0D+00  2.8D-01  1.035D-03 -4.269D+02
   86  114     0     0  con    0  1.0D+00  3.1D-01  2.686D-03 -4.269D+02
   87  132     0     0  con   17  1.3D-06  5.4D-07  2.685D-03 -4.269D+02
   88  149     0     0  con   16  2.2D-12  2.1D-12  2.685D-03 -4.269D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            8     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.250D+02  2.158D+03
    1    2     1     0  ---    0  4.4D-03  1.0D+00  2.021D+02  2.116D+03
    2    3     0     0  con    0  1.0D+00  4.7D-01  4.620D+01  2.083D+03
    3    4     0     0  con    0  1.0D+00  8.8D-02  7.269D+00  2.080D+03
    4    5     0     0  con    0  1.0D+00  1.6D-02  3.343D-01  2.080D+03
    5    6     0     0  con    0  1.0D+00  7.5D-04  6.140D-02  2.080D+03
    6    8     0     0  con    1  5.0D+00  1.2D-03  1.225D-01  2.080D+03
    7    9     0     0  con    0  1.0D+00  6.8D-03  4.262D-01  2.080D+03
    8   10     0     0  con    0  1.0D+00  2.4D-02  1.013D+00  2.080D+03
    9   11     0     0  con    0  1.0D+00  6.9D-02  2.039D+00  2.080D+03
   10   12     0     0  con    0  1.0D+00  2.1D-01  4.348D+00  2.080D+03
   11   13     0     0  con    0  1.0D+00  5.3D-01  1.005D+01  2.080D+03
   12   17     0     0  con    3  8.4D+00  1.1D+00  2.057D+01  2.080D+03
   13   20     0     0  con    2  5.8D-02  4.6D-01  2.837D+01  2.080D+03
   14   21     0     0  con    0  1.0D+00  6.3D-01  3.236D+01  2.079D+03
   15   23     0     0  con    1  2.7D-01  6.3D-01  3.544D+01  2.076D+03
   16   25     0     0  con    1  4.4D-01  8.1D-01  3.267D+01  2.071D+03
   17   26     0     0  con    0  1.0D+00  8.9D-01  1.821D+01  2.061D+03
   18   28     0     0  con    1  6.2D-02  2.5D-01  8.744D+00  2.059D+03
   19   29     0     0  con    0  1.0D+00  4.7D-01  2.162D+01  2.058D+03
   20   30     0     0  con    0  1.0D+00  1.2D-01  1.223D+01  2.056D+03
   21   31     0     0  con    0  1.0D+00  1.9D+00  3.423D+01  2.029D+03
   22   33     0     0  con    1  1.1D-01  5.8D-01  6.050D+01  2.024D+03
   23   34     0     0  con    0  1.0D+00  4.3D+00  1.061D+02  1.953D+03
   24   35     0     0  con    0  1.0D+00  1.2D+01  2.703D+01  1.866D+03
   25   40     0     0  con    4  1.5D+01  9.1D+00  3.434D+02  9.751D+02
   26   43     0     0  con    2  2.2D-02  5.7D-01  3.263D+02  9.657D+02
   27   44     0     0  con    0  1.0D+00  3.1D+00  3.212D+02  7.497D+02
   28   46     0     0  con    1  1.6D-01  3.7D+00  2.613D+02  2.336D+02
   29   49     0     0  con    2  8.5D-02  2.4D+00  1.597D+02 -8.955D+01
   30   51     0     0  con    1  4.5D-01  1.9D+00  9.501D+01 -2.417D+02
   31   52     0     0  con    0  1.0D+00  9.0D-01  3.023D+01 -2.672D+02
   32   53     0     0  con    0  1.0D+00  1.1D+00  3.359D+01 -2.973D+02
   33   54     0     0  con    0  1.0D+00  2.8D+00  5.133D+01 -3.395D+02
   34   55     0     0  con    0  1.0D+00  1.5D+00  1.748D+01 -3.566D+02
   35   56     0     0  con    0  1.0D+00  1.6D+00  1.804D+01 -3.667D+02
   36   57     0     0  con    0  1.0D+00  2.4D+00  1.784D+01 -3.784D+02
   37   58     0     0  con    0  1.0D+00  4.7D+00  3.210D+01 -3.879D+02
   38   59     0     0  con    0  1.0D+00  4.7D-01  1.015D+01 -3.920D+02
   39   60     0     0  con    0  1.0D+00  6.2D-01  2.046D+01 -3.970D+02
   40   61     0     0  con    0  1.0D+00  1.4D+00  2.752D+01 -4.034D+02
   41   62     0     0  con    0  1.0D+00  4.0D+00  8.777D+00 -4.134D+02
   42   63     0     0  con    0  1.0D+00  7.3D-01  1.984D+01 -4.175D+02
   43   64     0     0  con    0  1.0D+00  6.8D-01  4.689D+00 -4.196D+02
   44   65     0     0  con    0  1.0D+00  4.2D-01  3.816D+00 -4.210D+02
   45   66     0     0  con    0  1.0D+00  7.1D-01  1.473D+01 -4.221D+02
   46   67     0     0  con    0  1.0D+00  5.5D-01  7.326D+00 -4.234D+02
   47   68     0     0  con    0  1.0D+00  7.4D-01  9.427D+00 -4.251D+02
   48   69     0     0  con    0  1.0D+00  6.9D-01  5.905D+00 -4.261D+02
   49   70     0     0  con    0  1.0D+00  6.7D-01  3.956D+00 -4.265D+02
   50   71     0     0  con    0  1.0D+00  3.9D-01  2.639D+00 -4.266D+02
   51   72     0     0  con    0  1.0D+00  1.9D-01  1.497D+00 -4.267D+02
   52   73     0     0  con    0  1.0D+00  3.2D-01  1.609D+00 -4.267D+02
   53   74     0     0  con    0  1.0D+00  5.0D-01  1.674D+00 -4.268D+02
   54   75     0     0  con    0  1.0D+00  7.0D-01  6.323D-01 -4.268D+02
   55   77     0     0  con    1  4.3D-01  1.4D-01  6.566D-01 -4.268D+02
   56   78     0     0  con    0  1.0D+00  9.9D-02  1.703D-01 -4.268D+02
   57   79     0     0  con    0  1.0D+00  2.5D-01  9.073D-02 -4.268D+02
   58   80     0     0  con    0  1.0D+00  2.3D-01  9.318D-02 -4.268D+02
   59   82     0     0  con    1  8.5D-02  2.9D-02  1.474D-01 -4.268D+02
   60   83     0     0  con    0  1.0D+00  1.9D-01  4.883D-02 -4.268D+02
   61   84     0     0  con    0  1.0D+00  7.9D-02  2.525D-02 -4.268D+02
   62   86     0     0  con    1  5.2D-01  4.5D-02  7.305D-02 -4.268D+02
   63   87     0     0  con    0  1.0D+00  4.7D-02  3.588D-02 -4.268D+02
   64   88     0     0  con    0  1.0D+00  7.9D-02  4.172D-02 -4.268D+02
   65   89     0     0  con    0  1.0D+00  1.2D-01  1.318D-01 -4.268D+02
   66   90     0     0  con    0  1.0D+00  1.8D-01  2.668D-01 -4.268D+02
   67   91     0     0  con    0  1.0D+00  3.0D-01  4.726D-01 -4.268D+02
   68   92     0     0  con    0  1.0D+00  8.3D-01  9.605D-01 -4.268D+02
   69   96     0     0  con    3  1.3D-01  3.0D+00  2.307D+00 -4.269D+02
   70   97     0     0  con    0  1.0D+00  6.5D-01  1.948D+00 -4.269D+02
   71   98     0     0  con    0  1.0D+00  9.1D-01  6.574D-01 -4.269D+02
   72  100     0     0  con    1  2.5D-01  2.4D-01  4.633D-01 -4.269D+02
   73  101     0     0  con    0  1.0D+00  2.8D-01  3.533D-01 -4.269D+02
   74  102     0     0  con    0  1.0D+00  5.8D-01  3.994D-01 -4.269D+02
   75  103     0     0  con    0  1.0D+00  2.6D-01  3.023D-01 -4.269D+02
   76  104     0     0  con    0  1.0D+00  2.3D-01  4.125D-01 -4.269D+02
   77  105     0     0  con    0  1.0D+00  4.4D-02  9.707D-02 -4.269D+02
   78  106     0     0  con    0  1.0D+00  2.8D-02  3.565D-02 -4.269D+02
   79  107     0     0  con    0  1.0D+00  5.0D-02  4.470D-02 -4.269D+02
   80  108     0     0  con    0  1.0D+00  2.1D-01  7.449D-02 -4.269D+02
   81  109     0     0  con    0  1.0D+00  3.1D-01  9.692D-02 -4.269D+02
   82  110     0     0  con    0  1.0D+00  2.9D-01  6.412D-02 -4.269D+02
   83  111     0     0  con    0  1.0D+00  6.1D-02  3.389D-02 -4.269D+02
   84  112     0     0  con    0  1.0D+00  4.1D-02  2.838D-02 -4.269D+02
   85  113     0     0  con    0  1.0D+00  1.7D-01  5.108D-02 -4.269D+02
   86  114     0     0  con    0  1.0D+00  3.6D-01  5.050D-02 -4.269D+02
   87  116     0     0  con    1  2.8D-01  1.8D-01  6.239D-02 -4.269D+02
   88  117     0     0  con    0  1.0D+00  4.1D-01  2.697D-02 -4.269D+02
   89  118     0     0  con    0  1.0D+00  4.9D-01  1.922D-02 -4.269D+02
   90  119     0     0  con    0  1.0D+00  6.1D-01  1.952D-02 -4.269D+02
   91  120     0     0  con    0  1.0D+00  8.0D-01  3.270D-02 -4.269D+02
   92  121     0     0  con    0  1.0D+00  6.3D-01  2.549D-02 -4.269D+02
   93  122     0     0  con    0  1.0D+00  5.8D-02  2.584D-03 -4.269D+02
   94  123     0     0  con    0  1.0D+00  1.2D-02  2.953D-03 -4.269D+02
   95  124     0     0  con    0  1.0D+00  6.1D-02  6.628D-03 -4.269D+02
   96  125     0     0  con    0  1.0D+00  1.3D-01  1.101D-02 -4.269D+02
   97  126     0     0  con    0  1.0D+00  3.1D-01  1.540D-02 -4.269D+02
   98  127     0     0  con    0  1.0D+00  4.8D-01  1.435D-02 -4.269D+02
   99  129     0     0  con    1  7.9D-02  1.0D-01  1.891D-02 -4.269D+02
  100  130     0     0  con    0  1.0D+00  4.9D-01  8.147D-03 -4.269D+02
  101  131     0     0  con    0  1.0D+00  2.8D-01  1.324D-03 -4.269D+02
  102  136     0     0  con    4  1.7D-03  1.8D-04  1.319D-03 -4.269D+02
  103  137     0     0  con    0  1.0D+00  2.4D-01  4.095D-03 -4.269D+02
  104  138     0     0  con    0  1.0D+00  1.6D-01  4.635D-03 -4.269D+02
  105  139     0     0  con    0  1.0D+00  8.2D-01  1.011D-02 -4.269D+02
  106  140     0     0  con    0  1.0D+00  6.2D-01  2.584D-03 -4.269D+02
  107  141     0     0  con    0  1.0D+00  3.2D-01  9.840D-04 -4.269D+02
  108  142     0     0  con    0  1.0D+00  3.7D-01  1.201D-03 -4.269D+02
  109  182     1     0  0,’   19  2.5D-14  4.0D-17      -          -

ABNORMAL_TERMINATION_IN_LNSRCH                              

 Line search cannot locate an adequate point after 20 function
  and gradient evaluations.  Previous x, f and g restored.
 Possible causes: 1 error in function or gradient evaluation;
                  2 rounding error dominate computation.

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            8     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.424D+02  2.098D+03
    1    3     1     0  ---    1  2.4D-03  3.4D-01  9.951D+00  2.072D+03
    2    4     0     0  con    0  1.0D+00  3.5D-02  5.674D+00  2.071D+03
    3    5     0     0  con    0  1.0D+00  4.3D-02  7.343D+00  2.071D+03
    4    6     0     0  con    0  1.0D+00  4.8D-01  4.223D+01  2.068D+03
    5    8     0     0  con    1  3.3D-01  4.9D-01  6.815D+01  2.065D+03
    6   10     0     0  con    1  2.6D-01  5.6D-01  9.259D+01  2.062D+03
    7   11     0     0  con    0  1.0D+00  5.3D-01  9.707D+01  2.059D+03
    8   12     0     0  con    0  1.0D+00  2.9D-01  4.664D+01  2.050D+03
    9   13     0     0  con    0  1.0D+00  1.6D-01  4.908D+00  2.048D+03
   10   14     0     0  con    0  1.0D+00  1.5D-01  4.306D+00  2.047D+03
   11   17     0     0  con    2  2.1D+01  4.6D+00  6.680D+01  2.028D+03
   12   18     0     0  con    0  1.0D+00  1.5D+00  6.211D+01  2.011D+03
   13   20     0     0  con    1  5.9D-02  2.9D+00  8.166D+01  1.973D+03
   14   21     0     0  con    0  1.0D+00  1.0D+01  3.122D+02  1.840D+03
   15   22     0     0  con    0  1.0D+00  7.3D+00  1.301D+02  1.588D+03
   16   24     0     0  con    1  5.0D+00  5.5D+00  1.912D+02  7.546D+02
   17   27     0     0  con    2  3.8D-02  2.2D+00  1.866D+02  5.982D+02
   18   28     0     0  con    0  1.0D+00  1.2D+00  7.145D+01  4.933D+02
   19   29     0     0  con    0  1.0D+00  6.3D+00  1.133D+02  3.910D+02
   20   30     0     0  con    0  1.0D+00  6.0D+00  5.192D+01  2.366D+02
   21   31     0     0  con    0  1.0D+00  6.4D-01  1.622D+01  2.243D+02
   22   32     0     0  con    0  1.0D+00  2.1D+00  8.420D+00  2.092D+02
   23   33     0     0  con    0  1.0D+00  4.6D+00  1.333D+01  1.885D+02
   24   34     0     0  con    0  1.0D+00  4.8D+00  1.579D+01  1.728D+02
   25   35     0     0  con    0  1.0D+00  4.4D+00  3.127D+00  1.659D+02
   26   36     0     0  con    0  1.0D+00  4.3D+00  3.234D+00  1.625D+02
   27   37     0     0  con    0  1.0D+00  4.4D+00  6.017D+00  1.615D+02
   28   38     0     0  con    0  1.0D+00  5.1D-01  1.352D+00  1.611D+02
   29   39     0     0  con    0  1.0D+00  6.1D-01  1.309D+00  1.611D+02
   30   40     0     0  con    0  1.0D+00  4.4D-01  3.494D-01  1.611D+02
   31   41     0     0  con    0  1.0D+00  6.8D-02  2.819D-01  1.611D+02
   32   42     0     0  con    0  1.0D+00  6.8D-02  2.599D-01  1.611D+02
   33   43     0     0  con    0  1.0D+00  8.5D-02  8.897D-01  1.611D+02
   34   44     0     0  con    0  1.0D+00  3.6D-02  2.678D-01  1.611D+02
   35   45     0     0  con    0  1.0D+00  4.2D-02  1.243D-01  1.611D+02
   36   46     0     0  con    0  1.0D+00  1.8D-01  6.665D-01  1.611D+02
   37   47     0     0  con    0  1.0D+00  3.9D-01  1.189D+00  1.611D+02
   38   48     0     0  con    0  1.0D+00  7.6D-01  1.354D+00  1.610D+02
   39   50     0     0  con    1  2.1D-01  3.2D-01  1.867D+00  1.610D+02
   40   51     0     0  con    0  1.0D+00  1.0D+00  9.077D-01  1.610D+02
   41   52     0     0  con    0  1.0D+00  1.1D+00  1.265D-01  1.610D+02
   42   53     0     0  con    0  1.0D+00  8.0D-01  1.482D-01  1.610D+02
   43   55     0     0  con    1  2.1D-01  4.9D-01  6.399D-01  1.610D+02
   44   56     0     0  con    0  1.0D+00  7.1D-01  4.023D-01  1.610D+02
   45   57     0     0  con    0  1.0D+00  1.2D+00  1.086D-01  1.610D+02
   46   58     0     0  con    0  1.0D+00  9.7D-01  4.702D-02  1.610D+02
   47   59     0     0  con    0  1.0D+00  1.1D+00  2.852D-02  1.610D+02
   48   61     0     0  con    1  3.1D-01  6.0D-01  7.033D-02  1.610D+02
   49   62     0     0  con    0  1.0D+00  1.1D+00  2.255D-02  1.610D+02
   50   63     0     0  con    0  1.0D+00  6.3D-01  2.192D-02  1.610D+02
   51   64     0     0  con    0  1.0D+00  3.7D-01  1.416D-02  1.610D+02
   52   65     0     0  con    0  1.0D+00  3.4D-01  1.286D-02  1.610D+02
   53   66     0     0  con    0  1.0D+00  1.1D+00  1.611D-02  1.610D+02
   54   68     0     0  con    1  2.1D-01  2.4D-01  2.249D-02  1.610D+02
   55   69     0     0  con    0  1.0D+00  9.7D-01  7.585D-03  1.610D+02
   56   70     0     0  con    0  1.0D+00  9.9D-01  1.199D-03  1.610D+02
   57   71     0     0  con    0  1.0D+00  8.8D-01  2.687D-03  1.610D+02
   58   72     0     0  con    0  1.0D+00  1.2D+00  1.957D-03  1.610D+02
   59   73     0     0  con    0  1.0D+00  1.2D+00  8.793D-03  1.610D+02
   60   74     0     0  con    0  1.0D+00  4.3D-01  2.041D-03  1.610D+02
   61   75     0     0  con    0  1.0D+00  7.7D-01  1.014D-03  1.610D+02
   62   76     0     0  con    0  1.0D+00  9.3D-01  9.936D-04  1.610D+02
   63   78     0     0  con    1  4.8D-01  7.2D-01  1.515D-03  1.610D+02
   64   79     0     0  con    0  1.0D+00  9.5D-01  3.414D-04  1.610D+02
   65   80     0     0  con    0  1.0D+00  1.0D+00  1.847D-03  1.610D+02
   66   81     0     0  con    0  1.0D+00  1.4D+00  1.652D-03  1.610D+02
   67   82     0     0  con    0  1.0D+00  3.8D-01  3.985D-04  1.610D+02
   68   83     0     0  con    0  1.0D+00  7.4D-01  2.639D-04  1.610D+02
   69   98     0     0  con   14  2.1D-09  1.5D-09  2.639D-04  1.610D+02
   70  120     1     0  ---    1  3.2D-03  1.0D-06  1.118D-04  1.610D+02
   71  139     0     0  con   18  7.9D-10  4.4D-16  1.118D-04  1.610D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            8     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.079D+02  2.380D+03
    1    2     1     0  ---    0  3.8D-03  1.0D+00  1.212D+02  2.161D+03
    2    4     0     0  con    1  4.8D-01  8.5D-01  9.589D+00  2.080D+03
    3    5     0     0  con    0  1.0D+00  6.9D-02  3.469D+00  2.080D+03
    4    6     0     0  con    0  1.0D+00  1.8D-02  1.097D-01  2.080D+03
    5    8     0     0  con    1  5.0D+00  4.3D-03  2.733D-01  2.080D+03
    6    9     0     0  con    0  1.0D+00  1.2D-02  5.464D-01  2.080D+03
    7   10     0     0  con    0  1.0D+00  9.5D-02  1.646D+00  2.080D+03
    8   14     0     0  con    3  1.2D+00  1.1D+00  8.889D+00  2.080D+03
    9   16     0     0  con    1  1.1D-01  5.5D-02  1.033D+01  2.080D+03
   10   18     0     0  con    1  5.0D+00  1.2D+00  3.224D+01  2.079D+03
   11   22     0     0  con    3  9.3D-03  3.4D-01  4.317D+01  2.078D+03
   12   23     0     0  con    0  1.0D+00  1.2D+00  8.476D+01  2.077D+03
   13   27     0     0  con    3  9.0D+00  2.7D+00  6.119D+01  2.058D+03
   14   29     0     0  con    1  2.9D-01  5.4D-01  9.070D+00  2.052D+03
   15   31     0     0  con    1  3.2D-01  1.2D-01  3.378D+00  2.052D+03
   16   32     0     0  con    0  1.0D+00  3.1D-02  3.290D+00  2.052D+03
   17   33     0     0  con    0  1.0D+00  4.0D-01  1.613D+01  2.050D+03
   18   34     0     0  con    0  1.0D+00  5.2D-01  1.873D+01  2.049D+03
   19   35     0     0  con    0  1.0D+00  6.1D-01  9.226D+00  2.047D+03
   20   39     0     0  con    3  4.4D+00  4.9D+00  1.057D+02  2.022D+03
   21   41     0     0  con    1  1.1D-02  3.3D-01  1.126D+02  2.021D+03
   22   45     0     0  con    3  1.1D+01  9.7D+00  1.571D+02  1.788D+03
   23   47     0     0  con    1  1.5D-01  5.8D+00  2.105D+02  1.677D+03
   24   48     0     0  con    0  1.0D+00  1.8D+01  1.863D+02  6.365D+02
   25   52     0     0  con    3  2.5D-02  8.4D+00  5.972D+01  3.094D+02
   26   53     0     0  con    0  1.0D+00  3.5D+00  6.747D+01  2.776D+02
   27   54     0     0  con    0  1.0D+00  2.0D+00  4.542D+01  2.244D+02
   28   55     0     0  con    0  1.0D+00  3.5D+00  1.117D+01  1.840D+02
   29   56     0     0  con    0  1.0D+00  4.3D+00  3.920D+01  1.764D+02
   30   57     0     0  con    0  1.0D+00  6.5D-01  9.810D+00  1.709D+02
   31   58     0     0  con    0  1.0D+00  1.2D+00  5.764D+00  1.694D+02
   32   59     0     0  con    0  1.0D+00  9.7D-01  5.733D+00  1.683D+02
   33   60     0     0  con    0  1.0D+00  3.3D+00  8.334D+00  1.655D+02
